customer_id,date,product_id,quantity,price
C0090,2015-09-01,A,2,10.92
C0090,2015-09-01,B,3,19.74
C0090,2015-09-01,C,3,42.47
C0091,2015-09-01,B,1,21.32
C0092,2015-09-01,B,1,21.4
C0095,2015-09-01,B,1,19.95
C0095,2015-09-01,C,3,39.93
C0096,2015-09-01,B,1,19.89
C0096,2015-09-01,C,2,38.65
C0099,2015-09-01,C,3,38.26
C0101,2015-09-01,A,2,9.25
C0101,2015-09-01,B,2,20.3
C0102,2015-09-01,B,2,19.6
C0103,2015-09-01,B,1,18.47
C0103,2015-09-01,C,2,37.81
C0104,2015-09-01,B,3,20.48
C0104,2015-09-01,C,4,37.66
C0107,2015-09-01,B,3,20.75
C0107,2015-09-01,C,3,41.29
C0108,2015-09-01,A,2,10.65
C0110,2015-09-01,B,4,20.0
C0113,2015-09-01,A,3,9.54
C0113,2015-09-01,C,2,43.33
C0120,2015-09-01,A,3,10.09
C0124,2015-09-01,A,1,10.22
C0125,2015-09-01,B,3,18.47
C0125,2015-09-01,C,2,40.07
C0127,2015-09-01,A,3,10.02
C0127,2015-09-01,B,3,21.16
C0128,2015-09-01,A,1,10.17
C0128,2015-09-01,B,2,20.15
C0130,2015-09-01,B,1,20.82
C0130,2015-09-01,C,2,42.57
C0131,2015-09-01,B,2,21.5
C0132,2015-09-01,A,2,9.31
C0132,2015-09-01,C,2,41.2
C0134,2015-09-01,B,4,18.14
C0136,2015-09-01,C,3,41.55
C0137,2015-09-01,A,1,9.29
C0137,2015-09-01,B,2,18.68
C0138,2015-09-01,B,1,19.02
C0142,2015-09-01,A,1,9.97
C0142,2015-09-01,C,3,38.36
C0143,2015-09-01,B,3,18.2
C0143,2015-09-01,C,2,38.29
C0144,2015-09-01,B,2,20.88
C0144,2015-09-01,C,3,43.23
C0145,2015-09-01,B,2,19.18
C0145,2015-09-01,C,1,40.32
C0146,2015-09-01,A,3,10.65
C0146,2015-09-01,C,3,36.92
C0147,2015-09-01,A,3,10.96
C0147,2015-09-01,B,3,21.16
C0148,2015-09-01,A,3,10.64
C0148,2015-09-01,B,1,18.1
C0148,2015-09-01,C,2,37.77
C0150,2015-09-01,C,1,36.78
C0151,2015-09-01,B,4,19.68
C0151,2015-09-01,C,1,36.79
C0152,2015-09-01,A,1,9.89
C0152,2015-09-01,B,2,20.74
C0152,2015-09-01,C,3,39.19
C0153,2015-09-01,A,2,10.28
C0153,2015-09-01,B,1,18.97
C0154,2015-09-01,A,1,10.74
C0155,2015-09-01,A,1,9.5
C0155,2015-09-01,C,1,42.32
C0156,2015-09-01,C,2,39.81
C0157,2015-09-01,B,2,21.13
C0157,2015-09-01,C,2,43.71
C0161,2015-09-01,A,1,10.27
C0161,2015-09-01,B,1,20.12
C0162,2015-09-01,A,3,10.54
C0162,2015-09-01,B,1,18.91
C0163,2015-09-01,C,2,43.38
C0165,2015-09-01,A,3,10.17
C0165,2015-09-01,B,1,19.41
C0165,2015-09-01,C,4,41.77
C0166,2015-09-01,B,1,18.9
C0167,2015-09-01,A,2,10.69
C0167,2015-09-01,B,3,20.57
C0169,2015-09-01,A,1,9.01
C0169,2015-09-01,B,2,18.57
C0169,2015-09-01,C,1,37.72
C0170,2015-09-01,B,3,18.34
C0172,2015-09-01,A,2,9.55
C0172,2015-09-01,B,1,19.13
C0172,2015-09-01,C,2,36.36
C0175,2015-09-01,A,1,10.41
C0175,2015-09-01,B,4,18.29
C0175,2015-09-01,C,1,43.37
C0176,2015-09-01,A,3,9.23
C0177,2015-09-01,A,2,10.69
C0177,2015-09-01,C,2,38.48
C0178,2015-09-01,B,1,21.62
C0180,2015-09-01,C,3,37.42
C0181,2015-09-01,A,3,10.85
C0181,2015-09-01,B,2,21.46
C0181,2015-09-01,C,1,39.54
C0182,2015-09-01,B,1,18.23
C0182,2015-09-01,C,1,42.84
C0183,2015-09-01,B,4,19.8
C0183,2015-09-01,C,2,39.81
C0184,2015-09-01,B,2,20.02
C0185,2015-09-01,B,1,19.13
C0187,2015-09-01,C,1,41.25
C0190,2015-09-01,A,3,10.19
C0190,2015-09-01,B,1,21.17
C0190,2015-09-01,C,4,41.91
C0191,2015-09-01,A,2,9.73
C0193,2015-09-01,A,4,9.08
C0193,2015-09-01,C,1,37.3
C0195,2015-09-01,C,1,38.28
C0196,2015-09-01,A,1,9.94
C0196,2015-09-01,B,3,21.94
C0197,2015-09-01,A,4,10.6
C0199,2015-09-01,A,3,10.53
C0199,2015-09-01,C,1,43.57
C0201,2015-09-01,A,1,10.86
C0201,2015-09-01,B,2,18.55
C0202,2015-09-01,B,1,18.32
C0203,2015-09-01,A,2,9.58
C0205,2015-09-01,A,1,10.03
C0207,2015-09-01,A,1,9.14
C0207,2015-09-01,B,3,20.22
C0209,2015-09-01,B,2,20.51
C0209,2015-09-01,C,3,36.35
C0216,2015-09-01,A,2,10.51
C0218,2015-09-01,B,4,19.55
C0218,2015-09-01,C,2,43.39
C0220,2015-09-01,A,3,9.64
C0220,2015-09-01,C,1,39.41
C0221,2015-09-01,B,3,19.1
C0221,2015-09-01,C,2,41.1
C0225,2015-09-01,B,2,20.27
C0225,2015-09-01,C,4,38.98
C0226,2015-09-01,A,2,9.5
C0226,2015-09-01,C,2,40.49
C0227,2015-09-01,B,1,19.96
C0228,2015-09-01,A,2,10.36
C0228,2015-09-01,B,1,18.26
C0228,2015-09-01,C,4,41.69
C0229,2015-09-01,A,2,9.4
C0229,2015-09-01,C,1,38.95
C0230,2015-09-01,A,1,11.0
C0230,2015-09-01,B,2,21.29
C0231,2015-09-01,B,2,21.12
C0231,2015-09-01,C,1,39.46
C0237,2015-09-01,B,2,21.77
C0241,2015-09-01,A,2,10.53
C0241,2015-09-01,C,2,38.32
C0242,2015-09-01,A,3,9.15
C0243,2015-09-01,A,1,10.47
C0243,2015-09-01,B,2,19.48
C0243,2015-09-01,C,1,38.14
C0244,2015-09-01,C,1,37.28
C0248,2015-09-01,A,1,9.1
C0248,2015-09-01,C,2,40.29
C0249,2015-09-01,A,3,9.73
C0249,2015-09-01,C,1,36.59
C0252,2015-09-01,A,2,9.68
C0252,2015-09-01,B,2,20.04
C0252,2015-09-01,C,1,38.66
C0253,2015-09-01,A,2,10.23
C0253,2015-09-01,C,3,38.69
C0254,2015-09-01,A,1,9.74
C0254,2015-09-01,B,3,21.19
C0254,2015-09-01,C,2,39.8
C0255,2015-09-01,A,2,10.17
C0255,2015-09-01,C,2,37.18
C0256,2015-09-01,A,1,9.63
C0256,2015-09-01,C,2,43.36
C0259,2015-09-01,B,2,21.09
C0259,2015-09-01,C,2,40.88
C0260,2015-09-01,A,1,9.6
C0261,2015-09-01,B,3,18.49
C0261,2015-09-01,C,3,42.55
C0263,2015-09-01,A,2,9.51
C0265,2015-09-01,A,2,10.34
C0265,2015-09-01,B,1,19.65
C0265,2015-09-01,C,1,36.04
C0268,2015-09-01,B,1,21.63
C0269,2015-09-01,A,4,9.35
C0269,2015-09-01,B,1,21.99
C0272,2015-09-01,A,1,9.57
C0272,2015-09-01,B,2,21.75
C0272,2015-09-01,C,2,36.9
C0273,2015-09-01,C,3,42.06
C0276,2015-09-01,A,1,9.65
C0278,2015-09-01,A,1,10.39
C0279,2015-09-01,A,3,9.62
C0279,2015-09-01,C,1,37.75
C0280,2015-09-01,A,2,10.1
C0280,2015-09-01,C,2,37.98
C0283,2015-09-01,A,1,10.01
C0283,2015-09-01,B,1,20.08
C0286,2015-09-01,A,1,9.92
C0286,2015-09-01,B,3,21.27
C0286,2015-09-01,C,1,38.76
C0288,2015-09-01,A,1,10.54
C0288,2015-09-01,B,3,19.68
C0288,2015-09-01,C,2,43.25
C0290,2015-09-01,A,2,10.07
C0290,2015-09-01,B,3,18.01
C0292,2015-09-01,A,1,9.55
C0292,2015-09-01,B,2,21.24
C0294,2015-09-01,C,2,41.92
C0295,2015-09-01,B,1,19.16
C0295,2015-09-01,C,3,40.78
C0296,2015-09-01,C,1,36.49
C0298,2015-09-01,C,3,42.29
C0299,2015-09-01,C,2,38.41
C0301,2015-09-01,A,2,9.49
C0301,2015-09-01,C,4,36.74
C0302,2015-09-01,B,2,18.75
C0302,2015-09-01,C,3,39.84
C0303,2015-09-01,A,1,10.92
C0303,2015-09-01,C,2,40.84
C0306,2015-09-01,C,2,43.85
C0308,2015-09-01,B,1,19.04
C0308,2015-09-01,C,2,37.22
C0309,2015-09-01,A,2,10.37
C0309,2015-09-01,C,3,39.92
C0314,2015-09-01,A,3,10.53
C0314,2015-09-01,C,1,36.07
C0315,2015-09-01,A,3,9.97
C0316,2015-09-01,A,1,9.03
C0316,2015-09-01,B,4,21.64
C0317,2015-09-01,B,3,19.59
C0319,2015-09-01,A,3,10.72
C0319,2015-09-01,B,1,20.21
C0320,2015-09-01,C,2,36.76
C0321,2015-09-01,B,3,18.19
C0323,2015-09-01,A,1,10.17
C0323,2015-09-01,B,3,18.31
C0328,2015-09-01,A,1,10.68
C0328,2015-09-01,C,3,42.19
C0329,2015-09-01,A,2,10.88
C0329,2015-09-01,C,2,40.95
C0330,2015-09-01,C,2,38.53
C0332,2015-09-01,B,1,19.42
C0338,2015-09-01,B,2,18.43
C0339,2015-09-01,A,3,9.67
C0339,2015-09-01,B,4,18.54
C0340,2015-09-01,B,3,20.78
C0341,2015-09-01,B,2,20.26
C0341,2015-09-01,C,2,40.4
C0342,2015-09-01,A,2,10.39
C0342,2015-09-01,B,3,20.0
C0342,2015-09-01,C,1,41.72
C0343,2015-09-01,A,2,10.01
C0343,2015-09-01,B,3,21.16
C0344,2015-09-01,A,1,10.32
C0344,2015-09-01,C,1,41.42
C0346,2015-09-01,C,2,40.6
C0347,2015-09-01,A,2,9.69
C0351,2015-09-01,A,1,10.62
C0351,2015-09-01,C,2,37.31
C0352,2015-09-01,C,3,39.24
C0354,2015-09-01,A,1,9.78
C0354,2015-09-01,B,1,21.23
C0356,2015-09-01,C,2,40.78
C0357,2015-09-01,B,2,20.82
C0364,2015-09-01,C,3,39.96
C0365,2015-09-01,A,1,9.06
C0365,2015-09-01,B,1,20.15
C0367,2015-09-01,C,3,42.58
C0371,2015-09-01,A,2,10.63
C0371,2015-09-01,C,3,42.49
C0372,2015-09-01,A,2,9.28
C0373,2015-09-01,B,1,19.16
C0375,2015-09-01,A,4,10.98
C0375,2015-09-01,B,1,19.0
C0375,2015-09-01,C,3,41.41
C0381,2015-09-01,A,3,9.92
C0381,2015-09-01,B,1,20.14
C0382,2015-09-01,B,2,20.26
C0384,2015-09-01,A,2,10.72
C0385,2015-09-01,A,1,9.32
C0385,2015-09-01,B,1,19.0
C0386,2015-09-01,C,1,41.63
C0388,2015-09-01,A,1,10.63
C0388,2015-09-01,B,2,18.28
C0389,2015-09-01,B,1,21.01
C0390,2015-09-01,A,1,9.88
C0390,2015-09-01,B,2,19.65
C0390,2015-09-01,C,2,36.8
C0391,2015-09-01,B,1,19.11
C0392,2015-09-01,A,3,10.7
C0392,2015-09-01,B,1,20.04
C0392,2015-09-01,C,1,43.18
C0393,2015-09-01,C,3,43.9
C0394,2015-09-01,A,2,10.37
C0394,2015-09-01,B,3,18.07
C0395,2015-09-01,B,2,20.0
C0396,2015-09-01,A,2,9.62
C0396,2015-09-01,B,1,20.15
C0398,2015-09-01,A,4,9.12
C0401,2015-09-01,A,2,10.91
C0401,2015-09-01,B,3,18.67
C0402,2015-09-01,A,2,10.61
C0408,2015-09-01,C,3,43.31
C0409,2015-09-01,C,1,38.98
C0416,2015-09-01,A,1,9.93
C0416,2015-09-01,B,2,18.78
C0416,2015-09-01,C,3,36.05
C0417,2015-09-01,B,4,18.01
C0417,2015-09-01,C,3,36.83
C0418,2015-09-01,C,2,43.37
C0419,2015-09-01,A,3,9.17
C0420,2015-09-01,A,3,9.47
C0421,2015-09-01,A,1,9.15
C0421,2015-09-01,C,2,37.31
C0422,2015-09-01,A,2,9.62
C0424,2015-09-01,B,1,18.99
C0427,2015-09-01,B,1,21.22
C0429,2015-09-01,A,2,10.29
C0429,2015-09-01,B,1,18.09
C0430,2015-09-01,B,3,18.17
C0432,2015-09-01,B,1,18.75
C0433,2015-09-01,A,1,9.82
C0433,2015-09-01,B,1,18.55
C0434,2015-09-01,A,4,10.98
C0434,2015-09-01,B,2,19.94
C0434,2015-09-01,C,2,37.44
C0435,2015-09-01,A,2,10.98
C0435,2015-09-01,B,4,21.9
C0436,2015-09-01,A,2,10.99
C0436,2015-09-01,C,3,42.71
C0437,2015-09-01,A,3,10.83
C0437,2015-09-01,C,3,40.5
C0440,2015-09-01,A,1,9.4
C0440,2015-09-01,C,4,38.59
C0444,2015-09-01,A,2,9.6
C0446,2015-09-01,B,4,21.15
C0447,2015-09-01,B,1,21.8
C0447,2015-09-01,C,3,43.72
C0451,2015-09-01,A,1,9.34
C0451,2015-09-01,B,1,20.56
C0451,2015-09-01,C,2,38.0
C0454,2015-09-01,B,1,21.46
C0454,2015-09-01,C,2,36.59
C0455,2015-09-01,B,1,19.5
C0455,2015-09-01,C,2,36.74
C0456,2015-09-01,C,1,37.26
C0457,2015-09-01,B,3,19.06
C0458,2015-09-01,A,2,9.72
C0460,2015-09-01,A,1,9.98
C0460,2015-09-01,B,1,18.74
C0460,2015-09-01,C,2,38.11
C0461,2015-09-01,C,2,38.75
C0463,2015-09-01,A,3,10.07
C0463,2015-09-01,B,2,19.91
C0464,2015-09-01,A,4,10.36
C0464,2015-09-01,B,1,18.69
C0464,2015-09-01,C,4,37.01
C0470,2015-09-01,A,3,10.05
C0473,2015-09-01,C,2,39.06
C0475,2015-09-01,B,2,21.56
C0479,2015-09-01,B,1,18.54
C0479,2015-09-01,C,2,38.16
C0481,2015-09-01,A,3,10.73
C0481,2015-09-01,B,2,19.24
C0481,2015-09-01,C,1,43.03
C0482,2015-09-01,A,3,9.91
C0482,2015-09-01,B,3,21.29
C0482,2015-09-01,C,2,36.24
C0485,2015-09-01,B,3,19.14
C0489,2015-09-01,B,2,21.65
C0489,2015-09-01,C,1,38.02
C0490,2015-09-01,A,2,9.75
C0492,2015-09-01,B,2,19.5
C0492,2015-09-01,C,2,36.86
C0496,2015-09-01,B,4,21.21
C0496,2015-09-01,C,2,41.77
C0498,2015-09-01,C,2,41.81
C0501,2015-09-01,A,4,9.36
C0503,2015-09-01,A,2,9.71
C0503,2015-09-01,B,1,19.33
C0509,2015-09-01,B,1,19.64
C0509,2015-09-01,C,3,38.53
C0513,2015-09-01,A,1,9.98
C0513,2015-09-01,B,1,20.53
C0515,2015-09-01,A,1,10.25
C0515,2015-09-01,C,2,39.07
C0516,2015-09-01,A,1,10.46
C0516,2015-09-01,B,2,21.98
C0517,2015-09-01,B,3,18.91
C0517,2015-09-01,C,1,40.72
C0518,2015-09-01,A,1,9.51
C0518,2015-09-01,B,1,20.65
C0518,2015-09-01,C,1,39.33
C0519,2015-09-01,C,2,41.29
C0520,2015-09-01,A,1,9.21
C0520,2015-09-01,B,1,18.43
C0521,2015-09-01,A,1,9.59
C0523,2015-09-01,A,4,10.34
C0525,2015-09-01,B,1,18.4
C0526,2015-09-01,A,1,9.19
C0526,2015-09-01,B,1,20.65
C0527,2015-09-01,A,2,10.63
C0528,2015-09-01,B,3,21.19
C0529,2015-09-01,A,1,10.18
C0529,2015-09-01,B,2,19.52
C0534,2015-09-01,A,2,10.96
C0534,2015-09-01,B,2,20.8
C0535,2015-09-01,B,2,20.23
C0535,2015-09-01,C,1,37.26
C0537,2015-09-01,C,1,41.15
C0538,2015-09-01,B,2,19.79
C0540,2015-09-01,A,1,10.21
C0540,2015-09-01,B,1,18.83
C0540,2015-09-01,C,3,36.43
C0541,2015-09-01,A,2,10.31
C0541,2015-09-01,B,1,18.89
C0544,2015-09-01,C,2,40.89
C0546,2015-09-01,A,2,9.83
C0546,2015-09-01,B,3,21.09
C0549,2015-09-01,A,3,10.02
C0549,2015-09-01,B,1,20.92
C0551,2015-09-01,B,3,19.09
C0551,2015-09-01,C,3,37.07
C0553,2015-09-01,A,3,10.87
C0553,2015-09-01,B,1,19.16
C0557,2015-09-01,C,3,41.98
C0558,2015-09-01,A,3,9.05
C0558,2015-09-01,C,1,37.29
C0559,2015-09-01,A,3,10.51
C0559,2015-09-01,C,1,41.92
C0560,2015-09-01,A,1,10.6
C0560,2015-09-01,C,3,43.65
C0561,2015-09-01,A,1,10.24
C0561,2015-09-01,B,4,21.65
C0561,2015-09-01,C,2,40.37
C0563,2015-09-01,B,1,20.06
C0564,2015-09-01,B,1,20.84
C0565,2015-09-01,B,2,19.96
C0565,2015-09-01,C,2,38.54
C0566,2015-09-01,B,2,18.37
C0567,2015-09-01,C,3,42.59
C0568,2015-09-01,A,2,10.23
C0568,2015-09-01,B,3,19.28
C0568,2015-09-01,C,3,40.32
C0570,2015-09-01,A,1,10.8
C0570,2015-09-01,C,2,43.65
C0571,2015-09-01,B,4,19.7
C0573,2015-09-01,A,3,9.31
C0574,2015-09-01,A,2,9.46
C0575,2015-09-01,B,2,20.47
C0575,2015-09-01,C,2,36.58
C0576,2015-09-01,A,1,10.53
C0577,2015-09-01,A,1,10.59
C0577,2015-09-01,B,2,20.71
C0577,2015-09-01,C,3,38.99
C0578,2015-09-01,A,1,10.19
C0578,2015-09-01,B,3,20.99
C0578,2015-09-01,C,2,41.17
C0579,2015-09-01,B,1,21.2
C0579,2015-09-01,C,4,43.95
C0581,2015-09-01,C,1,43.2
C0582,2015-09-01,A,1,10.13
C0583,2015-09-01,C,2,37.07
C0585,2015-09-01,B,1,21.37
C0585,2015-09-01,C,1,38.11
C0586,2015-09-01,C,1,39.24
C0588,2015-09-01,A,2,9.73
C0588,2015-09-01,C,3,39.72
C0589,2015-09-01,A,2,10.61
C0589,2015-09-01,B,1,19.78
C0590,2015-09-01,A,3,9.72
C0591,2015-09-01,C,2,39.64
C0595,2015-09-01,A,1,9.73
C0595,2015-09-01,B,3,19.51
C0595,2015-09-01,C,2,42.94
C0596,2015-09-01,A,2,9.33
C0596,2015-09-01,C,1,38.9
C0597,2015-09-01,B,3,19.92
C0599,2015-09-01,A,1,9.08
C0599,2015-09-01,B,1,18.72
C0599,2015-09-01,C,2,36.15
C0604,2015-09-01,A,1,9.69
C0604,2015-09-01,C,1,36.87
C0607,2015-09-01,A,2,9.96
C0607,2015-09-01,C,4,42.2
C0608,2015-09-01,C,1,42.32
C0612,2015-09-01,A,2,10.42
C0612,2015-09-01,B,2,18.03
C0612,2015-09-01,C,3,38.9
C0615,2015-09-01,B,3,21.14
C0617,2015-09-01,B,4,20.64
C0617,2015-09-01,C,2,37.29
C0618,2015-09-01,B,3,18.64
C0618,2015-09-01,C,1,37.16
C0620,2015-09-01,A,2,10.42
C0620,2015-09-01,B,4,20.56
C0622,2015-09-01,B,2,18.68
C0623,2015-09-01,B,3,19.58
C0623,2015-09-01,C,2,36.55
C0624,2015-09-01,A,3,10.93
C0624,2015-09-01,C,1,40.6
C0628,2015-09-01,A,3,10.54
C0628,2015-09-01,B,3,19.84
C0628,2015-09-01,C,1,36.54
C0630,2015-09-01,B,1,21.33
C0632,2015-09-01,A,2,10.79
C0632,2015-09-01,C,4,39.99
C0634,2015-09-01,C,1,43.36
C0635,2015-09-01,A,3,9.08
C0635,2015-09-01,C,3,43.18
C0636,2015-09-01,A,3,9.44
C0636,2015-09-01,B,1,19.91
C0636,2015-09-01,C,2,41.49
C0638,2015-09-01,A,1,10.16
C0638,2015-09-01,C,1,37.9
C0640,2015-09-01,B,2,19.12
C0643,2015-09-01,A,1,9.35
C0643,2015-09-01,C,3,41.76
C0644,2015-09-01,A,2,10.38
C0644,2015-09-01,C,2,39.6
C0645,2015-09-01,A,3,9.04
C0645,2015-09-01,C,2,40.61
C0646,2015-09-01,A,2,9.97
C0646,2015-09-01,B,3,19.15
C0646,2015-09-01,C,1,42.46
C0651,2015-09-01,A,2,10.93
C0655,2015-09-01,C,1,37.24
C0657,2015-09-01,B,1,18.11
C0657,2015-09-01,C,3,39.81
C0658,2015-09-01,C,2,40.78
C0659,2015-09-01,A,2,9.62
C0659,2015-09-01,C,3,38.93
C0660,2015-09-01,B,3,19.88
C0663,2015-09-01,B,2,20.95
C0664,2015-09-01,C,4,41.48
C0666,2015-09-01,A,1,10.27
C0666,2015-09-01,B,1,18.75
C0668,2015-09-01,B,3,18.6
C0669,2015-09-01,A,3,10.58
C0669,2015-09-01,C,2,42.21
C0677,2015-09-01,A,2,9.62
C0677,2015-09-01,C,1,40.17
C0680,2015-09-01,B,1,19.1
C0681,2015-09-01,B,2,19.49
C0682,2015-09-01,A,4,10.25
C0682,2015-09-01,C,4,37.01
C0685,2015-09-01,B,2,21.59
C0686,2015-09-01,A,1,9.7
C0686,2015-09-01,B,1,21.66
C0686,2015-09-01,C,1,38.37
C0687,2015-09-01,B,2,18.07
C0687,2015-09-01,C,3,41.77
C0688,2015-09-01,B,2,20.45
C0689,2015-09-01,A,1,9.26
C0689,2015-09-01,B,1,18.4
C0689,2015-09-01,C,3,40.21
C0690,2015-09-01,B,1,18.83
C0691,2015-09-01,A,1,10.88
C0693,2015-09-01,C,2,41.8
C0694,2015-09-01,A,1,9.36
C0694,2015-09-01,B,2,20.55
C0698,2015-09-01,B,1,21.06
C0699,2015-09-01,A,1,10.85
C0699,2015-09-01,C,2,41.81
C0700,2015-09-01,A,3,9.6
C0700,2015-09-01,C,1,41.52
C0704,2015-09-01,A,1,10.84
C0704,2015-09-01,B,4,18.69
C0704,2015-09-01,C,3,43.26
C0705,2015-09-01,A,1,9.11
C0705,2015-09-01,B,2,19.67
C0705,2015-09-01,C,3,41.22
C0706,2015-09-01,A,2,9.08
C0706,2015-09-01,B,1,18.88
C0707,2015-09-01,B,2,19.16
C0708,2015-09-01,A,1,9.17
C0708,2015-09-01,B,2,18.54
C0708,2015-09-01,C,2,37.57
C0710,2015-09-01,A,1,9.18
C0710,2015-09-01,B,2,19.28
C0710,2015-09-01,C,1,43.9
C0712,2015-09-01,B,1,21.03
C0712,2015-09-01,C,1,43.59
C0714,2015-09-01,A,1,9.05
C0714,2015-09-01,C,1,38.07
C0718,2015-09-01,C,1,41.24
C0719,2015-09-01,B,2,18.08
C0719,2015-09-01,C,2,39.05
C0720,2015-09-01,B,2,20.0
C0721,2015-09-01,B,2,18.63
C0728,2015-09-01,A,2,9.76
C0728,2015-09-01,B,2,18.91
C0730,2015-09-01,A,1,10.08
C0730,2015-09-01,B,3,20.82
C0730,2015-09-01,C,1,43.81
C0732,2015-09-01,A,2,9.64
C0732,2015-09-01,B,3,21.52
C0733,2015-09-01,A,4,9.55
C0733,2015-09-01,B,1,21.05
C0733,2015-09-01,C,1,37.85
C0736,2015-09-01,A,3,10.7
C0737,2015-09-01,A,1,9.83
C0737,2015-09-01,B,3,18.26
C0737,2015-09-01,C,4,39.92
C0739,2015-09-01,B,3,20.1
C0739,2015-09-01,C,3,39.61
C0740,2015-09-01,A,2,10.47
C0740,2015-09-01,B,2,18.2
C0741,2015-09-01,A,2,10.23
C0741,2015-09-01,C,1,39.61
C0742,2015-09-01,A,3,9.27
C0744,2015-09-01,C,4,41.75
C0745,2015-09-01,C,2,40.09
C0746,2015-09-01,B,3,20.64
C0747,2015-09-01,A,2,10.54
C0747,2015-09-01,C,1,37.62
C0748,2015-09-01,B,1,21.53
C0749,2015-09-01,C,1,40.96
C0751,2015-09-01,A,1,10.33
C0751,2015-09-01,B,1,18.2
C0755,2015-09-01,A,2,9.6
C0757,2015-09-01,B,1,20.1
C0757,2015-09-01,C,2,41.84
C0762,2015-09-01,A,2,10.13
C0762,2015-09-01,B,2,18.72
C0762,2015-09-01,C,4,36.01
C0766,2015-09-01,A,1,9.4
C0766,2015-09-01,C,1,38.59
C0771,2015-09-01,B,3,19.34
C0771,2015-09-01,C,2,42.68
C0777,2015-09-01,A,2,10.14
C0777,2015-09-01,C,3,41.64
C0780,2015-09-01,B,4,19.78
C0781,2015-09-01,B,3,21.1
C0783,2015-09-01,B,2,20.09
C0784,2015-09-01,A,1,9.09
C0784,2015-09-01,B,2,20.31
C0789,2015-09-01,B,2,18.52
C0791,2015-09-01,A,3,9.62
C0791,2015-09-01,B,3,20.13
C0791,2015-09-01,C,3,37.05
C0793,2015-09-01,A,3,9.46
C0793,2015-09-01,C,2,39.14
C0794,2015-09-01,A,3,9.06
C0795,2015-09-01,A,2,9.21
C0795,2015-09-01,B,3,20.6
C0795,2015-09-01,C,2,39.31
C0796,2015-09-01,A,2,10.63
C0796,2015-09-01,B,3,21.15
C0796,2015-09-01,C,1,36.62
C0797,2015-09-01,B,2,21.29
C0798,2015-09-01,B,3,19.98
C0798,2015-09-01,C,1,43.1
C0800,2015-09-01,A,1,9.63
C0800,2015-09-01,B,3,21.77
C0801,2015-09-01,C,2,38.35
C0804,2015-09-01,A,3,10.4
C0805,2015-09-01,A,2,9.38
C0805,2015-09-01,C,2,43.98
C0806,2015-09-01,C,2,43.92
C0808,2015-09-01,A,2,9.36
